start_time_stamp,end_time_stamp,service_name,pods_number,cpu_quota_cores,min_cpu_quota_percentage_across_pods,max_cpu_quota_percentage_across_pods,min_cpu_cores_used_across_pods,max_cpu_cores_used_across_pods,memory_quota_mb,min_memory_quota_percentage_across_pods,max_memory_quota_percentage_across_pods,min_memory_used_bytes_across_pods,max_memory_used_bytes_across_pods,jvm_heap_max_mb,min_jvm_heap_used_percentage_across_pods,min_jvm_heap_used_bytes,queries_per_second,success_rate,latency_ms
1699124490,1699124490,acmeair-bookingservice,1.0,0.5,4.086,4.086,0.0204,0.0204,512,46.81923,46.81923,251358822.4,251358822.4,512,46.918721,65863614.4,3.0,100.0,15.850311333334
1699124490,1699124490,acmeair-customerservice,1.0,0.5,1.211,1.211,0.00603,0.00603,512,74.581528,74.581528,400406528.0,400406528.0,512,55.314805,167045115.2,3.0,100.0,13.116351
1699124490,1699124490,acmeair-flightservice,1.0,0.5,2.309,2.309,0.01152,0.01152,512,53.191605,53.191605,285570252.8,285570252.8,512,53.883157,94956294.4,3.0,100.0,13.514146666667
1699124490,1699124490,acmeair-mainservice,1.0,0.5,1.089,1.089,0.00542,0.00542,0,0.0,0.0,147173376.0,147173376.0,512,0.0,0.0,0.0,100.0,0.0
1699124450,1699124450,acmeair-authservice,1.0,0.5,1.44,1.44,0.00719,0.00719,512,59.005356,59.005356,316782592.0,316782592.0,512,56.236711,93686148.8,2.0,100.0,1.442774
1699124450,1699124450,acmeair-bookingservice,1.0,0.5,2.337,2.337,0.01166,0.01166,512,46.775971,46.775971,251126579.2,251126579.2,512,74.651787,104794768.0,3.0,100.0,16.759229666667
1699124450,1699124450,acmeair-customerservice,1.0,0.5,1.239,1.239,0.00617,0.00617,512,74.575806,74.575806,400375808.0,400375808.0,512,53.344183,161094036.8,2.0,100.0,11.720143
1699124450,1699124450,acmeair-flightservice,1.0,0.5,2.028,2.028,0.01011,0.01011,512,53.188324,53.188324,285552640.0,285552640.0,512,50.568853,89115619.2,2.0,100.0,16.793854
1699124450,1699124450,acmeair-mainservice,1.0,0.5,1.153,1.153,0.00575,0.00575,512,27.413178,27.413178,147173376.0,147173376.0,512,64.832429,47927118.4,0.0,100.0,0.0
1699124430,1699124430,acmeair-authservice,1.0,0.5,1.483,1.483,0.00738,0.00738,512,59.004593,59.004593,316778496.0,316778496.0,512,54.514396,90816900.8,3.0,100.0,1.475043333334
1699124430,1699124430,acmeair-bookingservice,1.0,0.5,2.395,2.395,0.011941,0.011941,512,46.735764,46.735764,250910720.0,250910720.0,512,72.48442,101752259.2,3.0,100.0,17.427388333333997
1699124430,1699124430,acmeair-customerservice,1.0,0.5,1.204,1.204,0.006,0.006,512,74.575806,74.575806,400375808.0,400375808.0,512,52.395697,158229704.0,3.0,100.0,12.873131666667
1699124430,1699124430,acmeair-flightservice,1.0,0.5,2.182,2.182,0.01089,0.01089,512,53.189927,53.189927,285561241.6,285561241.6,512,48.852677,86091265.6,3.0,100.0,11.869653
1699124430,1699124430,acmeair-mainservice,1.0,0.5,1.218,1.218,0.00607,0.00607,512,27.413178,27.413178,147173376.0,147173376.0,512,62.273142,46035176.0,0.0,100.0,0.0
1699124420,1699124420,acmeair-authservice,1.0,0.5,1.455,1.455,0.007241,0.007241,512,59.004212,59.004212,316776448.0,316776448.0,512,53.615743,89319812.8,2.0,100.0,1.148884
1699124420,1699124420,acmeair-bookingservice,1.0,0.5,2.893,2.893,0.01444,0.01444,512,46.774827,46.774827,251120435.2,251120435.2,512,71.518325,100396073.6,3.0,100.0,16.721482
1699124420,1699124420,acmeair-customerservice,1.0,0.5,1.327,1.327,0.00662,0.00662,512,74.575806,74.575806,400375808.0,400375808.0,512,51.900905,156735483.2,2.0,100.0,11.3615015
1699124420,1699124420,acmeair-flightservice,1.0,0.5,2.239,2.239,0.01117,0.01117,512,53.229905,53.229905,285775872.0,285775872.0,512,48.005205,84597797.6,2.0,100.0,10.8302715
1699124420,1699124420,acmeair-mainservice,1.0,0.5,1.257001,1.257001,0.00626,0.00626,512,27.413178,27.413178,147173376.0,147173376.0,512,61.049184,45130369.6,0.0,100.0,0.0
1699124430,1699124430,acmeair-authservice,1.0,0.5,1.483,1.483,0.00738,0.00738,512,59.004593,59.004593,316778496.0,316778496.0,512,54.514396,90816900.8,3.0,100.0,1.475043333334
1699124430,1699124430,acmeair-bookingservice,1.0,0.5,2.395,2.395,0.011941,0.011941,512,46.735764,46.735764,250910720.0,250910720.0,512,72.48442,101752259.2,3.0,100.0,17.427388333333997
1699124430,1699124430,acmeair-customerservice,1.0,0.5,1.204,1.204,0.006,0.006,512,74.575806,74.575806,400375808.0,400375808.0,512,52.395697,158229704.0,3.0,100.0,12.873131666667
1699124430,1699124430,acmeair-flightservice,1.0,0.5,2.182,2.182,0.01089,0.01089,512,53.189927,53.189927,285561241.6,285561241.6,512,48.852677,86091265.6,3.0,100.0,11.869653
1699124430,1699124430,acmeair-mainservice,1.0,0.5,1.218,1.218,0.00607,0.00607,512,27.413178,27.413178,147173376.0,147173376.0,512,62.273142,46035176.0,0.0,100.0,0.0
1699124430,1699124430,acmeair-authservice,1.0,0.5,1.483,1.483,0.00738,0.00738,512,59.004593,59.004593,316778496.0,316778496.0,512,54.514396,90816900.8,3.0,100.0,1.475043333334
1699124430,1699124430,acmeair-bookingservice,1.0,0.5,2.395,2.395,0.011941,0.011941,512,46.735764,46.735764,250910720.0,250910720.0,512,72.48442,101752259.2,3.0,100.0,17.427388333333997
1699124430,1699124430,acmeair-customerservice,1.0,0.5,1.204,1.204,0.006,0.006,512,74.575806,74.575806,400375808.0,400375808.0,512,52.395697,158229704.0,3.0,100.0,12.873131666667
1699124430,1699124430,acmeair-flightservice,1.0,0.5,2.182,2.182,0.01089,0.01089,512,53.189927,53.189927,285561241.6,285561241.6,512,48.852677,86091265.6,3.0,100.0,11.869653
1699124430,1699124430,acmeair-mainservice,1.0,0.5,1.218,1.218,0.00607,0.00607,512,27.413178,27.413178,147173376.0,147173376.0,512,62.273142,46035176.0,0.0,100.0,0.0
1699124400,1699124400,acmeair-authservice,1.0,0.5,1.433,1.433,0.00715,0.00715,512,59.002686,59.002686,316768256.0,316768256.0,512,51.947765,86541086.4,3.0,100.0,1.346890333334
1699124400,1699124400,acmeair-bookingservice,1.0,0.5,2.404,2.404,0.01199,0.01199,512,46.735001,46.735001,250906624.0,250906624.0,512,69.311274,97297856.8,3.0,100.0,19.480385333334
1699124400,1699124400,acmeair-customerservice,1.0,0.5,1.282,1.282,0.00638,0.00638,512,74.575806,74.575806,400375808.0,400375808.0,512,50.924342,153786363.2,3.0,100.0,12.391467333334
1699124400,1699124400,acmeair-flightservice,1.0,0.5,5.515,5.515,0.02754,0.02754,512,53.228303,53.228303,285767270.4,285767270.4,512,46.351893,81684227.2,3.0,100.0,14.080804333334
1699124400,1699124400,acmeair-mainservice,1.0,0.5,1.532,1.532,0.00762,0.00762,512,27.412415,27.412415,147169280.0,147169280.0,512,58.459977,43216308.8,0.0,100.0,0.0
1699124400,1699124400,acmeair-authservice,1.0,0.5,1.433,1.433,0.00715,0.00715,512,59.002686,59.002686,316768256.0,316768256.0,512,51.947765,86541086.4,3.0,100.0,1.346890333334
1699124400,1699124400,acmeair-bookingservice,1.0,0.5,2.404,2.404,0.01199,0.01199,512,46.735001,46.735001,250906624.0,250906624.0,512,69.311274,97297856.8,3.0,100.0,19.480385333334
1699124400,1699124400,acmeair-customerservice,1.0,0.5,1.282,1.282,0.00638,0.00638,512,74.575806,74.575806,400375808.0,400375808.0,512,50.924342,153786363.2,3.0,100.0,12.391467333334
1699124400,1699124400,acmeair-flightservice,1.0,0.5,5.515,5.515,0.02754,0.02754,512,53.228303,53.228303,285767270.4,285767270.4,512,46.351893,81684227.2,3.0,100.0,14.080804333334
1699124400,1699124400,acmeair-mainservice,1.0,0.5,1.532,1.532,0.00762,0.00762,512,27.412415,27.412415,147169280.0,147169280.0,512,58.459977,43216308.8,0.0,100.0,0.0
1699124400,1699124400,acmeair-authservice,1.0,0.5,1.433,1.433,0.00715,0.00715,512,59.002686,59.002686,316768256.0,316768256.0,512,51.947765,86541086.4,3.0,100.0,1.346890333334
1699124400,1699124400,acmeair-bookingservice,1.0,0.5,2.404,2.404,0.01199,0.01199,512,46.735001,46.735001,250906624.0,250906624.0,512,69.311274,97297856.8,3.0,100.0,19.480385333334
1699124400,1699124400,acmeair-customerservice,1.0,0.5,1.282,1.282,0.00638,0.00638,512,74.575806,74.575806,400375808.0,400375808.0,512,50.924342,153786363.2,3.0,100.0,12.391467333334
1699124400,1699124400,acmeair-flightservice,1.0,0.5,5.515,5.515,0.02754,0.02754,512,53.228303,53.228303,285767270.4,285767270.4,512,46.351893,81684227.2,3.0,100.0,14.080804333334
1699124400,1699124400,acmeair-mainservice,1.0,0.5,1.532,1.532,0.00762,0.00762,512,27.412415,27.412415,147169280.0,147169280.0,512,58.459977,43216308.8,0.0,100.0,0.0
1699124400,1699124400,acmeair-authservice,1.0,0.5,1.433,1.433,0.00715,0.00715,512,59.002686,59.002686,316768256.0,316768256.0,512,51.947765,86541086.4,3.0,100.0,1.346890333334
1699124400,1699124400,acmeair-bookingservice,1.0,0.5,2.404,2.404,0.01199,0.01199,512,46.735001,46.735001,250906624.0,250906624.0,512,69.311274,97297856.8,3.0,100.0,19.480385333334
1699124400,1699124400,acmeair-customerservice,1.0,0.5,1.282,1.282,0.00638,0.00638,512,74.575806,74.575806,400375808.0,400375808.0,512,50.924342,153786363.2,3.0,100.0,12.391467333334
1699124400,1699124400,acmeair-flightservice,1.0,0.5,5.515,5.515,0.02754,0.02754,512,53.228303,53.228303,285767270.4,285767270.4,512,46.351893,81684227.2,3.0,100.0,14.080804333334
1699124400,1699124400,acmeair-mainservice,1.0,0.5,1.532,1.532,0.00762,0.00762,512,27.412415,27.412415,147169280.0,147169280.0,512,58.459977,43216308.8,0.0,100.0,0.0
1699124390,1699124390,acmeair-authservice,1.0,0.5,1.379,1.379,0.00686,0.00686,512,59.002686,59.002686,316768256.0,316768256.0,512,51.121644,85164830.4,2.0,100.0,1.5046495
1699124390,1699124390,acmeair-bookingservice,1.0,0.5,2.266,2.266,0.01131,0.01131,512,46.69571,46.69571,250695680.0,250695680.0,512,68.289567,95863604.8,3.0,100.0,20.840255
1699124390,1699124390,acmeair-customerservice,1.0,0.5,1.385,1.385,0.00691,0.00691,512,74.575806,74.575806,400375808.0,400375808.0,512,50.405951,152220872.0,2.0,100.0,11.385863
1699124390,1699124390,acmeair-flightservice,1.0,0.5,2.208,2.208,0.01102,0.01102,512,53.188401,53.188401,285553049.6,285553049.6,512,45.513291,80206390.4,2.0,100.0,17.531122
1699124390,1699124390,acmeair-mainservice,1.0,0.5,1.496,1.496,0.00746,0.00746,512,27.410965,27.410965,147161497.6,147161497.6,512,57.175071,42266446.4,0.0,100.0,0.0
1699124380,1699124380,acmeair-authservice,1.0,0.5,1.406001,1.406001,0.00701,0.00701,512,59.002686,59.002686,316768256.0,316768256.0,512,50.208977,83644395.2,3.0,100.0,1.136771666667
1699124380,1699124380,acmeair-bookingservice,1.0,0.5,1.806,1.806,0.009,0.009,512,46.69571,46.69571,250695680.0,250695680.0,512,67.266575,94427547.2,2.0,100.0,16.926384
1699124380,1699124380,acmeair-customerservice,1.0,0.5,1.491,1.491,0.00744,0.00744,512,74.575501,74.575501,400374169.6,400374169.6,512,49.946303,150832783.111112,3.0,100.0,11.317167333334
1699124380,1699124380,acmeair-flightservice,1.0,0.5,2.029,2.029,0.01012,0.01012,512,53.146287,53.146287,285326950.4,285326950.4,512,44.67283,78725276.8,3.0,100.0,21.080538666667
1699124380,1699124380,acmeair-mainservice,1.0,0.5,1.369,1.369,0.00682,0.00682,512,27.410889,27.410889,147161088.0,147161088.0,512,55.886285,41313716.8,0.0,100.0,0.0
1699124370,1699124370,acmeair-authservice,1.0,0.5,1.437,1.437,0.00717,0.00717,512,59.002686,59.002686,316768256.0,316768256.0,512,49.36712,82241924.8,3.0,100.0,1.007685
1699124370,1699124370,acmeair-bookingservice,1.0,0.5,2.119,2.119,0.01057,0.01057,512,46.69571,46.69571,250695680.0,250695680.0,512,66.241832,92989032.0,3.0,100.0,18.464722333334
1699124370,1699124370,acmeair-customerservice,1.0,0.5,1.356,1.356,0.00677,0.00677,512,74.334336,74.334336,399079424.0,399079424.0,512,49.475503,149411016.0,3.0,100.0,13.092989666667
1699124370,1699124370,acmeair-flightservice,1.0,0.5,2.49,2.49,0.01242,0.01242,512,53.186799,53.186799,285544448.0,285544448.0,512,43.843006,77262908.8,3.0,100.0,14.102463333334
1699124370,1699124370,acmeair-mainservice,1.0,0.5,1.130001,1.130001,0.00561,0.00561,512,27.410889,27.410889,147161088.0,147161088.0,512,54.447899,40250395.2,0.0,100.0,0.0
1699124360,1699124360,acmeair-authservice,1.0,0.5,1.339,1.339,0.00667,0.00667,512,59.002686,59.002686,316768256.0,316768256.0,512,48.525018,80839044.8,2.0,100.0,1.137187
1699124360,1699124360,acmeair-bookingservice,1.0,0.5,2.825,2.825,0.014111,0.014111,512,46.773682,46.773682,251114291.2,251114291.2,512,65.247142,91592705.6,3.0,100.0,20.223444333334
1699124360,1699124360,acmeair-customerservice,1.0,0.5,1.309,1.309,0.006501,0.006501,512,74.308014,74.308014,398938112.0,398938112.0,512,48.996717,147965128.0,2.0,100.0,10.459782
1699124360,1699124360,acmeair-flightservice,1.0,0.5,2.623,2.623,0.0131,0.0131,512,53.14621,53.14621,285326540.8,285326540.8,512,43.071239,75902852.0,2.0,100.0,23.308648
1699124360,1699124360,acmeair-mainservice,1.0,0.5,1.103,1.103,0.00549,0.00549,512,27.410889,27.410889,147161088.0,147161088.0,512,53.272699,39381633.6,0.0,100.0,0.0
1699124340,1699124340,acmeair-authservice,1.0,0.5,1.417,1.417,0.00706,0.00706,512,59.002686,59.002686,316768256.0,316768256.0,512,46.808357,77979217.6,3.0,100.0,1.312703
1699124340,1699124340,acmeair-bookingservice,1.0,0.5,1.988,1.988,0.00992,0.00992,512,46.694947,46.694947,250691584.0,250691584.0,512,63.102826,88582555.2,3.0,100.0,15.806237
1699124340,1699124340,acmeair-customerservice,1.0,0.5,1.239,1.239,0.006161,0.006161,512,74.308014,74.308014,398938112.0,398938112.0,512,47.988416,144920161.6,3.0,100.0,10.623503333334002
1699124340,1699124340,acmeair-flightservice,1.0,0.5,3.178,3.178,0.01586,0.01586,512,53.14499,53.14499,285319987.2,285319987.2,512,41.373292,72910622.4,3.0,100.0,12.699485
1699124340,1699124340,acmeair-mainservice,1.0,0.5,1.153,1.153,0.00573,0.00573,512,27.410889,27.410889,147161088.0,147161088.0,512,50.83254,37577755.2,0.0,100.0,0.0
1699124340,1699124340,acmeair-authservice,1.0,0.5,1.417,1.417,0.00706,0.00706,512,59.002686,59.002686,316768256.0,316768256.0,512,46.808357,77979217.6,3.0,100.0,1.312703
1699124340,1699124340,acmeair-bookingservice,1.0,0.5,1.988,1.988,0.00992,0.00992,512,46.694947,46.694947,250691584.0,250691584.0,512,63.102826,88582555.2,3.0,100.0,15.806237
1699124340,1699124340,acmeair-customerservice,1.0,0.5,1.239,1.239,0.006161,0.006161,512,74.308014,74.308014,398938112.0,398938112.0,512,47.988416,144920161.6,3.0,100.0,10.623503333334002
1699124340,1699124340,acmeair-flightservice,1.0,0.5,3.178,3.178,0.01586,0.01586,512,53.14499,53.14499,285319987.2,285319987.2,512,41.373292,72910622.4,3.0,100.0,12.699485
1699124340,1699124340,acmeair-mainservice,1.0,0.5,1.153,1.153,0.00573,0.00573,512,27.410889,27.410889,147161088.0,147161088.0,512,50.83254,37577755.2,0.0,100.0,0.0
1699124330,1699124330,acmeair-authservice,1.0,0.5,1.392,1.392,0.006951,0.006951,512,59.002686,59.002686,316768256.0,316768256.0,512,45.961583,76568555.2,2.0,100.0,1.5516305
1699124330,1699124330,acmeair-bookingservice,1.0,0.5,2.062001,2.062001,0.01029,0.01029,512,46.694947,46.694947,250691584.0,250691584.0,512,62.041902,87093249.6,3.0,100.0,14.515756666667
1699124330,1699124330,acmeair-customerservice,1.0,0.5,1.254,1.254,0.00626,0.00626,512,74.308014,74.308014,398938112.0,398938112.0,512,47.470838,143357128.0,2.0,100.0,10.716333
1699124330,1699124330,acmeair-flightservice,1.0,0.5,2.49,2.49,0.01242,0.01242,512,53.145295,53.145295,285321625.6,285321625.6,512,40.558863,71475384.0,2.0,100.0,15.0932765
1699124330,1699124330,acmeair-mainservice,1.0,0.5,1.131,1.131,0.00562,0.00562,512,27.410889,27.410889,147161088.0,147161088.0,512,49.64515,36699982.4,0.0,100.0,0.0
1699124310,1699124310,acmeair-authservice,1.0,0.5,1.429,1.429,0.00713,0.00713,512,59.002686,59.002686,316768256.0,316768256.0,512,44.207305,73646059.2,3.0,100.0,1.196257333334
1699124310,1699124310,acmeair-bookingservice,1.0,0.5,1.831,1.831,0.00912,0.00912,512,46.694184,46.694184,250687488.0,250687488.0,512,59.946897,84152321.6,3.0,100.0,15.861335
1699124310,1699124310,acmeair-customerservice,1.0,0.5,1.305001,1.305001,0.006501,0.006501,512,74.308014,74.308014,398938112.0,398938112.0,512,46.516112,140473953.6,3.0,100.0,10.462167
1699124310,1699124310,acmeair-flightservice,1.0,0.5,2.429,2.429,0.01212,0.01212,512,53.181992,53.181992,285518643.2,285518643.2,512,38.889704,68533886.4,3.0,100.0,7.940479666667001
1699124310,1699124310,acmeair-mainservice,1.0,0.5,1.06,1.06,0.00529,0.00529,512,27.410889,27.410889,147161088.0,147161088.0,512,47.119109,34832616.0,0.0,100.0,0.0
1699124300,1699124300,acmeair-authservice,1.0,0.5,1.314,1.314,0.006561,0.006561,512,59.002686,59.002686,316768256.0,316768256.0,512,43.428391,72348446.4,2.0,100.0,1.1364375
1699124300,1699124300,acmeair-bookingservice,1.0,0.5,1.903,1.903,0.00949,0.00949,512,46.694184,46.694184,250687488.0,250687488.0,512,58.884496,82660942.4,3.0,100.0,13.404357666667
1699124300,1699124300,acmeair-customerservice,1.0,0.5,1.235,1.235,0.006161,0.006161,512,74.308014,74.308014,398938112.0,398938112.0,512,46.026882,138996526.4,2.0,100.0,10.7983035
1699124300,1699124300,acmeair-flightservice,1.0,0.5,1.864,1.864,0.00931,0.00931,512,53.100586,53.100586,285081600.0,285081600.0,512,38.022641,67005893.6,2.0,100.0,7.5194995
1699124300,1699124300,acmeair-mainservice,1.0,0.5,1.221,1.221,0.00608,0.00608,512,27.410889,27.410889,147161088.0,147161088.0,512,45.851932,33895860.8,0.0,100.0,0.0
1699124300,1699124300,acmeair-authservice,1.0,0.5,1.314,1.314,0.006561,0.006561,512,59.002686,59.002686,316768256.0,316768256.0,512,43.428391,72348446.4,2.0,100.0,1.1364375
1699124300,1699124300,acmeair-bookingservice,1.0,0.5,1.903,1.903,0.00949,0.00949,512,46.694184,46.694184,250687488.0,250687488.0,512,58.884496,82660942.4,3.0,100.0,13.404357666667
1699124300,1699124300,acmeair-customerservice,1.0,0.5,1.235,1.235,0.006161,0.006161,512,74.308014,74.308014,398938112.0,398938112.0,512,46.026882,138996526.4,2.0,100.0,10.7983035
1699124300,1699124300,acmeair-flightservice,1.0,0.5,1.864,1.864,0.00931,0.00931,512,53.100586,53.100586,285081600.0,285081600.0,512,38.022641,67005893.6,2.0,100.0,7.5194995
1699124300,1699124300,acmeair-mainservice,1.0,0.5,1.221,1.221,0.00608,0.00608,512,27.410889,27.410889,147161088.0,147161088.0,512,45.851932,33895860.8,0.0,100.0,0.0
1699124280,1699124280,acmeair-authservice,1.0,0.5,1.415,1.415,0.00704,0.00704,512,59.002686,59.002686,316768256.0,316768256.0,512,41.662557,69406699.2,3.0,100.0,1.299526
1699124280,1699124280,acmeair-bookingservice,1.0,0.5,5.982,5.982,0.02988,0.02988,512,46.692658,46.692658,250679296.0,250679296.0,512,56.814288,79754824.0,3.0,100.0,18.708441333334
1699124280,1699124280,acmeair-customerservice,1.0,0.5,1.279,1.279,0.006371,0.006371,512,74.308014,74.308014,398938112.0,398938112.0,512,45.059678,136075668.8,3.0,100.0,12.677414666667
1699124280,1699124280,acmeair-flightservice,1.0,0.5,2.308,2.308,0.01151,0.01151,512,53.181611,53.181611,285516595.2,285516595.2,512,36.37708,64105982.4,3.0,100.0,10.669493
1699124280,1699124280,acmeair-mainservice,1.0,0.5,1.083,1.083,0.005391,0.005391,512,27.409363,27.409363,147152896.0,147152896.0,512,79.887133,59056249.6,0.0,100.0,0.0
1699124270,1699124270,acmeair-authservice,1.0,0.5,1.428,1.428,0.00711,0.00711,512,59.002686,59.002686,316768256.0,316768256.0,512,40.859547,68068945.6,2.0,100.0,1.145563
1699124270,1699124270,acmeair-bookingservice,1.0,0.5,2.542001,2.542001,0.012691,0.012691,512,46.690369,46.690369,250667008.0,250667008.0,512,55.799465,78330235.2,3.0,100.0,17.831619333334
1699124270,1699124270,acmeair-customerservice,1.0,0.5,1.222,1.222,0.00607,0.00607,512,74.308014,74.308014,398938112.0,398938112.0,512,44.577771,134620360.0,2.0,100.0,10.928868
1699124270,1699124270,acmeair-flightservice,1.0,0.5,2.447,2.447,0.01221,0.01221,512,53.221207,53.221207,285729177.6,285729177.6,512,35.477117,62520011.2,2.0,100.0,11.431207
1699124270,1699124270,acmeair-mainservice,1.0,0.5,1.158,1.158,0.00578,0.00578,512,27.409363,27.409363,147152896.0,147152896.0,512,78.61781,58117907.2,0.0,100.0,0.0
1699124250,1699124250,acmeair-authservice,1.0,0.5,1.494,1.494,0.00745,0.00745,512,59.002686,59.002686,316768256.0,316768256.0,512,39.128627,65185361.6,3.0,100.0,1.314217
1699124250,1699124250,acmeair-bookingservice,1.0,0.5,2.215,2.215,0.01106,0.01106,512,46.689606,46.689606,250662912.0,250662912.0,512,53.6995,75382344.0,3.0,100.0,14.619234333334
1699124250,1699124250,acmeair-customerservice,1.0,0.5,1.254,1.254,0.00624,0.00624,512,74.308014,74.308014,398938112.0,398938112.0,512,43.597547,131660180.8,3.0,100.0,10.488977333334
1699124250,1699124250,acmeair-flightservice,1.0,0.5,6.364,6.364,0.03179,0.03179,512,53.180542,53.180542,285510860.8,285510860.8,512,48.807264,86011236.8,3.0,100.0,10.375339333334
1699124250,1699124250,acmeair-mainservice,1.0,0.5,1.193,1.193,0.00596,0.00596,512,27.409363,27.409363,147152896.0,147152896.0,512,76.241422,56361172.0,0.0,100.0,0.0
1699124240,1699124240,acmeair-authservice,1.0,0.5,1.433,1.433,0.007141,0.007141,512,59.002686,59.002686,316768256.0,316768256.0,512,38.294392,63795588.8,2.0,100.0,1.235126
1699124240,1699124240,acmeair-bookingservice,1.0,0.5,2.663,2.663,0.013301,0.013301,512,46.728898,46.728898,250873856.0,250873856.0,512,52.6164,73861908.8,3.0,100.0,14.76697
1699124240,1699124240,acmeair-customerservice,1.0,0.5,1.226,1.226,0.0061,0.0061,512,74.308014,74.308014,398938112.0,398938112.0,512,43.09421,130140155.2,2.0,100.0,11.1899555
1699124240,1699124240,acmeair-flightservice,1.0,0.5,2.101,2.101,0.01049,0.01049,512,53.098984,53.098984,285072998.4,285072998.4,512,57.967183,102153424.0,2.0,100.0,8.752242
1699124240,1699124240,acmeair-mainservice,1.0,0.5,1.15,1.15,0.00572,0.00572,512,27.409363,27.409363,147152896.0,147152896.0,512,75.102537,55519256.0,0.0,100.0,0.0
1699124230,1699124230,acmeair-authservice,1.0,0.5,1.483,1.483,0.00738,0.00738,512,59.002686,59.002686,316768256.0,316768256.0,512,37.384429,62279659.2,3.0,100.0,1.427981
1699124230,1699124230,acmeair-bookingservice,1.0,0.5,2.237,2.237,0.01117,0.01117,512,46.688843,46.688843,250658816.0,250658816.0,512,51.583487,72411924.8,2.0,100.0,18.4669535
1699124230,1699124230,acmeair-customerservice,1.0,0.5,1.33,1.33,0.00662,0.00662,512,74.308014,74.308014,398938112.0,398938112.0,512,42.608777,128674196.8,3.0,100.0,10.535079333334
1699124230,1699124230,acmeair-flightservice,1.0,0.5,2.2,2.2,0.01097,0.01097,512,53.138886,53.138886,285287219.2,285287219.2,512,57.049082,100535487.2,3.0,100.0,8.476758666667
1699124230,1699124230,acmeair-mainservice,1.0,0.5,1.23,1.23,0.00613,0.00613,512,27.405701,27.405701,147133235.2,147133235.2,512,73.771365,54535192.0,0.0,100.0,0.0
1699124220,1699124220,acmeair-authservice,1.0,0.5,1.504,1.504,0.00749,0.00749,512,59.002686,59.002686,316768256.0,316768256.0,512,36.546752,60884152.0,3.0,100.0,1.466473666667
1699124220,1699124220,acmeair-bookingservice,1.0,0.5,2.155001,2.155001,0.01075,0.01075,512,46.767197,46.767197,251079475.2,251079475.2,512,50.480838,70864046.4,3.0,100.0,14.433434333334
1699124220,1699124220,acmeair-customerservice,1.0,0.5,1.313001,1.313001,0.00655,0.00655,512,74.308014,74.308014,398938112.0,398938112.0,512,42.100417,127139001.6,3.0,100.0,10.584797
1699124220,1699124220,acmeair-flightservice,1.0,0.5,2.255,2.255,0.011261,0.011261,512,53.139115,53.139115,285288448.0,285288448.0,512,56.278577,99177656.0,3.0,100.0,9.978194333334
1699124220,1699124220,acmeair-mainservice,1.0,0.5,1.139,1.139,0.00568,0.00568,512,27.397156,27.397156,147087360.0,147087360.0,512,72.59672,53666840.0,0.0,100.0,0.0
1699124200,1699124200,acmeair-authservice,1.0,0.5,1.481,1.481,0.00738,0.00738,512,59.002686,59.002686,316768256.0,316768256.0,512,34.833534,58030059.2,3.0,100.0,1.291216666667
1699124200,1699124200,acmeair-bookingservice,1.0,0.5,1.863,1.863,0.0093,0.0093,512,46.766434,46.766434,251075379.2,251075379.2,512,48.323975,67836283.2,2.0,100.0,14.691832
1699124200,1699124200,acmeair-customerservice,1.0,0.5,1.384,1.384,0.006901,0.006901,512,74.308014,74.308014,398938112.0,398938112.0,512,41.101339,124121886.4,3.0,100.0,10.707931666667
1699124200,1699124200,acmeair-flightservice,1.0,0.5,2.445,2.445,0.01218,0.01218,512,53.219071,53.219071,285717708.8,285717708.8,512,54.48423,96015544.0,3.0,100.0,14.447165333334
1699124200,1699124200,acmeair-mainservice,1.0,0.5,1.081,1.081,0.00538,0.00538,512,27.384949,27.384949,147021824.0,147021824.0,512,70.260727,51939966.4,0.0,100.0,0.0
1699124200,1699124200,acmeair-authservice,1.0,0.5,1.481,1.481,0.00738,0.00738,512,59.002686,59.002686,316768256.0,316768256.0,512,34.833534,58030059.2,3.0,100.0,1.291216666667
1699124200,1699124200,acmeair-bookingservice,1.0,0.5,1.863,1.863,0.0093,0.0093,512,46.766434,46.766434,251075379.2,251075379.2,512,48.323975,67836283.2,2.0,100.0,14.691832
1699124200,1699124200,acmeair-customerservice,1.0,0.5,1.384,1.384,0.006901,0.006901,512,74.308014,74.308014,398938112.0,398938112.0,512,41.101339,124121886.4,3.0,100.0,10.707931666667
1699124200,1699124200,acmeair-flightservice,1.0,0.5,2.445,2.445,0.01218,0.01218,512,53.219071,53.219071,285717708.8,285717708.8,512,54.48423,96015544.0,3.0,100.0,14.447165333334
1699124200,1699124200,acmeair-mainservice,1.0,0.5,1.081,1.081,0.00538,0.00538,512,27.384949,27.384949,147021824.0,147021824.0,512,70.260727,51939966.4,0.0,100.0,0.0
1699124190,1699124190,acmeair-authservice,1.0,0.5,1.455,1.455,0.007241,0.007241,512,59.002686,59.002686,316768256.0,316768256.0,512,33.965861,56584580.8,3.0,100.0,1.204439666667
1699124190,1699124190,acmeair-bookingservice,1.0,0.5,3.419,3.419,0.01707,0.01707,512,46.725846,46.725846,250857472.0,250857472.0,512,47.343875,66460436.8,3.0,100.0,14.053982
1699124190,1699124190,acmeair-customerservice,1.0,0.5,1.216,1.216,0.00606,0.00606,512,74.308014,74.308014,398938112.0,398938112.0,512,40.604784,122622340.8,3.0,100.0,10.954860666667
